================ Training Loss (Sun May 16 08:25:45 2021) ================
(epoch: 1, iters: 100, time: 0.048, data: 0.461) G_GAN: 4.912 G_L1: 54.586 D_real: 0.008 D_fake: 0.010 
(epoch: 1, iters: 200, time: 0.044, data: 0.002) G_GAN: 5.126 G_L1: 46.003 D_real: 0.004 D_fake: 0.007 
(epoch: 1, iters: 300, time: 0.041, data: 0.002) G_GAN: 6.376 G_L1: 47.514 D_real: 0.001 D_fake: 0.002 
(epoch: 1, iters: 400, time: 0.136, data: 0.002) G_GAN: 3.869 G_L1: 48.441 D_real: 0.012 D_fake: 0.052 
(epoch: 1, iters: 500, time: 0.041, data: 0.002) G_GAN: 6.501 G_L1: 58.301 D_real: 0.008 D_fake: 0.004 
(epoch: 1, iters: 600, time: 0.044, data: 0.002) G_GAN: 5.576 G_L1: 24.233 D_real: 0.008 D_fake: 0.005 
(epoch: 1, iters: 700, time: 0.043, data: 0.002) G_GAN: 0.806 G_L1: 41.541 D_real: 3.214 D_fake: 0.049 
(epoch: 1, iters: 800, time: 0.096, data: 0.002) G_GAN: 2.507 G_L1: 68.233 D_real: 0.025 D_fake: 0.914 
(epoch: 1, iters: 900, time: 0.040, data: 0.002) G_GAN: 5.282 G_L1: 69.723 D_real: 0.016 D_fake: 0.006 
(epoch: 1, iters: 1000, time: 0.043, data: 0.002) G_GAN: 2.049 G_L1: 44.023 D_real: 0.054 D_fake: 0.706 
(epoch: 1, iters: 1100, time: 0.044, data: 0.001) G_GAN: 2.582 G_L1: 66.358 D_real: 0.004 D_fake: 0.175 
(epoch: 1, iters: 1200, time: 0.092, data: 0.002) G_GAN: 2.968 G_L1: 46.357 D_real: 0.053 D_fake: 0.068 
(epoch: 1, iters: 1300, time: 0.039, data: 0.002) G_GAN: 3.210 G_L1: 68.300 D_real: 0.231 D_fake: 0.084 
(epoch: 1, iters: 1400, time: 0.042, data: 0.001) G_GAN: 2.733 G_L1: 52.416 D_real: 1.573 D_fake: 0.017 
(epoch: 1, iters: 1500, time: 0.040, data: 0.001) G_GAN: 3.358 G_L1: 49.859 D_real: 0.847 D_fake: 0.027 
(epoch: 1, iters: 1600, time: 0.088, data: 0.002) G_GAN: 2.975 G_L1: 80.023 D_real: 0.005 D_fake: 0.122 
(epoch: 1, iters: 1700, time: 0.040, data: 0.003) G_GAN: 3.001 G_L1: 46.953 D_real: 0.089 D_fake: 0.091 
(epoch: 1, iters: 1800, time: 0.045, data: 0.002) G_GAN: 3.211 G_L1: 47.376 D_real: 0.131 D_fake: 0.122 
(epoch: 1, iters: 1900, time: 0.037, data: 0.002) G_GAN: 3.282 G_L1: 67.556 D_real: 0.333 D_fake: 0.051 
(epoch: 1, iters: 2000, time: 0.153, data: 0.002) G_GAN: 2.133 G_L1: 59.731 D_real: 0.010 D_fake: 1.053 
(epoch: 1, iters: 2100, time: 0.044, data: 0.002) G_GAN: 3.718 G_L1: 61.358 D_real: 0.005 D_fake: 0.036 
(epoch: 1, iters: 2200, time: 0.043, data: 0.002) G_GAN: 2.885 G_L1: 59.761 D_real: 0.014 D_fake: 0.107 
(epoch: 1, iters: 2300, time: 0.041, data: 0.002) G_GAN: 1.685 G_L1: 58.092 D_real: 0.003 D_fake: 0.725 
(epoch: 1, iters: 2400, time: 0.101, data: 0.002) G_GAN: 2.033 G_L1: 51.935 D_real: 0.019 D_fake: 0.216 
(epoch: 1, iters: 2500, time: 0.038, data: 0.002) G_GAN: 2.146 G_L1: 31.776 D_real: 0.188 D_fake: 0.797 
(epoch: 1, iters: 2600, time: 0.037, data: 0.002) G_GAN: 2.134 G_L1: 49.493 D_real: 0.001 D_fake: 0.605 
